ID,Text
518,"Sách oke nhưng bên vận chuyển làm cái hộp bên ngoài tơi tả, sách còn mới nhưng bị cấn góc, nhìn thấy rất bực mình."
519,Giao hàng nhanh nhưng khá tiếc là khi nhận mình thấy nó hơi cũ chút và bìa sách có vài viết xướt nông nên mong shop hãy chú ý và cẩn thận ở khâu bảo vệ sản phẩm khi vận chuyển nhé
520,Tốt
521,Hàng ok!
522,"Về hình thức thì sách sử dụng giấy tốt, chất lượng in tốt. Nhưng mình không đánh giá cao về nội dung quyển sách này. Tựa sách nghe rất hấp dẫn, lúc mới đọc tựa sách mình nghĩ nó sẽ rất thiết thực, giúp mình có được “tư duy phản biện” để nhìn nhận những vấn đề trong cuộc sống cũng như công việc giúp mình có thể đưa ra những quyết định và lựa chọn đúng đắn. Khi đọc rồi thì mình chỉ thấy chán, cố đọc cho hết quyển sách chứ không hứng thú. Những chương đầu của quyển sách thì nói về cách mà não bộ đưa ra những suy nghĩ cũng như những niềm tin. Những chương sau thì nói về những nguỵ biện logic, những trò *** tiếp thị và thuyết âm mưu. Nên đọc đến cuối sách mình vẫn chưa thấy được nên làm gì để rèn luyện tư duy phản biện "
523,"Giao hàng nhanh, anh shipper khá nhiệt tình.
Tiếc là không có bao ni lông bọc ngoài sách nên có vài chỗ ở bìa bị rách, tuy không nhiều lắm nhưng với tính kĩ lưỡng như mình thì ko hài lòng cho lắm, mong Tiki sẽ cẩn thận hơn ở khoảng này. "
524,"Nếu muốn rèn luyện tư duy phản biện như tựa đề thì cuốn sách này chưa đáp ứng. 
Ở các chương đầu giúp người đọc hiểu hơn về cơ chế hoạt động của não bộ từ đó giúp hiểu hơn về cách vận hành của não và suy nghĩ. Đây là điểm sáng của cuốn sách. 
Đoạn giữa nói về ngụy biện qua việc nêu tên và ví dụ, đoạn này thì bình thường. 
Đoạn sau nói về thuyết âm mưu thì thấy hơi lê thê. 
Tóm lại cuốn sách chưa thể giúp giải quyết vấn đề một cách có hệ thống, kỹ năng ra quyết định hiệu quả hay nghệ thuật đặt câu hỏi như bìa sách nêu ra. "
525,Mua đơn 5 quyển khác nhau thì Rèn luyện tư duy phản biện chất lượng kém hơn. Nhìn gáy sách k thấy các tép giấy nhỏ và keo cũng k được đẹp. Hic
526,"Mình đọc được một nửa cuốn sách rồi nên mới viết vài dòng cảm nghĩ về sách.
Cá nhân mình thấy nội dung sách chủ yếu đưa ra các định nghĩa, phân loại các dạng ngụy biện. Câu từ trong sách nghiêng về phía khoa học nên hơi khó hiểu. Mình chấm điểm sách là 7/10 "
527,"Vận chuyển sách hay vận chuyển một đống rác cho khách hàng vậy, Tiki? 
Mình rất hay đặt mua sách trên Tiki vì tin tưởng vào chất lượng đóng gói và giao hàng bên đây. Bản thân mình cũng không quan trọng nhiều đến bìa cuốn sách ra sao, nhưng mình xót sách vì nó không được bảo vệ cẩn thận cho đến khi mình được cầm vào nó. 
Lần đầu tiên mình đánh giá 1 sao vì dịch vụ đóng gói - vận chuyển bên Tiki và cũng mong đây sẽ là lần cuối cùng. "
528,"1. Về hình thức sách: Tiki giao hàng chuẩn, tuy không có bookcare, mở hộp sách đẹp nguyên vẹn. chất giấy mềm min, in sắc nét.
2. Nội dung: mình nhận xét khi đã đọc đến trang 94, thì hơi bỡ ngỡ, có thể do tiêu đề sách ""Rèn luyện tư duy phản biện"" nên mình xu hướng nghĩ là sách đưa ra các phương pháp. Tuy nhiên sách tập trung vào gốc rễ vấn đề tư duy phản biện, phân tích từ cấu trúc não bộ -> thói quen, tư tuy, nhận thức. Ban đầu đọc hơi khó thấm, đọc vài lần khả năng thẩm thấu được. Túm lại là cũng đáng để dành thời gian đọc. gét gô tiếp tục đọc nào. "
529,"Mình là fan cứng của Tiki trong nhiều năm qua. Lúc nhận cuốn này thì mình khá thất vọng, bìa sách bị trầy và dơ, gáy sách bị tróc giống như sách cũ."
530,"- Điểm hay: cung cấp một số kiến thức cơ bản và ví dụ về nhưng loại nguỵ biện trong logic khi tranh luận, một số điểm sai lệch hoặc thiên kiến nhân thức trong cách tư duy của não, những yếu tố mình nên tránh trong quá trình tư duy bản biện
- Điểm chưa hay: điểm chưa hay thì quá nhiều, mình đọc mà ngủ mấy lần vì nó không giúp mình liên kết dễ dàng với công việc và cuốc sống hiện tại để áp dụng, mình liệt kê một số:
- Như kiểu sách viết cho người học về tâm lý nghiên cứu thêm, không thực dụng
- Câu chuyện trong sách không được dẫn dắt trình bày theo như bìa sách đã nêu mà tuỳ người đọc rút ra và áp dụng thế nào: giải quyết vấn đề một cách hệ thống, kỹ năng ra quyết định hiệu quả là ko hề có
- Ví dụ thường thiên về chính trị, không liên kết nhiều đến những gì gần gũi và phổ biến để người đọc hiểu rõ lý thuyết hơn và liên tưởng dễ hơn
- Nói quá nhiều về thuyết âm mưu
- Không đưa ra được thông số những loại nguỵ biện nào chiếm tỉ lệ bao nhiêu và phổ biến đến mức nào và thường gặp ở môi trường nào, đại khái là vậy
- Ko chỉ ra được cách vận dụng tư duy phản biện từng bước thế nào để thay đổi cách tư duy hiện tại bằng những thói quen hằng ngày hoặc những việc nhỏ
- Nói chung mất thời gian đọc mà giá trị thu lại không nhiều "
531,"Tiki trading ?
Giao sách không seal, đã vậy còn cũ và rách
có dấu hiệu bị gấp nhiều trang"
532,"sách rớt nhiều trang ra ngoài , yêu cầu đổi lại cuốn mới . còn không từ nay chia tay với Tiki ."
533,"Giao hàng nhanh, nhưng hơi thất vọng vì không bọc sách làm sách bị xước và nhìn khá cũ, bên trong sách lại còn bị bẩn nữa."
534,Thật sự thì cuốn này không đi sâu vào chủ đề tư duy phản biện mà nó đơn thuần chỉ là những khái niệm cơ bản cũng như những bước nền tảng để ta bắt đầu tìm hiểu nó sẽ về kỹ năng nhiều hơn là tư duy
535,"khi đặt mua cuốn sách này mình rất trông chờ đó là một tựa sách hay và đột phá, đặc biệt khi đầu sách nhận đc nhiều review tốt. tuy nhiên cá nhân mình sau khi đọc thì khá thất vọng, nếu nói về các phân tích khoa học  thì trong quyển sách này chưa sâu, cách diễn giải của các phần cũng khá rời rạc. trong mỗi chương không có trọng điểm đọng lại sau khi đọc, đặc biệt giọng văn thực sự chưa thoát đc ý ( có thể tác giả là một nhà quản lý IT chuyển sang làm nhà văn), các ví dụ đưa ra cũng ko ấn tượng và dễ nhớ. nói chung là một tựa sách chưa tới. "
536,"mình mua 2 cuốn nhưng 1 cuốn đã bị rớt tờ ra như thế này rồi
Thất vọng thật🥺"
537,"Giao hàng nhanh, sách cũng hay"
538,Cuốn này mình mua rõ *** cắt sách méo rõ luôn tin tưởng tiki mà nhận sách v thì cũng chừa sách *** giá này còn hơi chua
539,"Đóng gói quá sơ sài, tại sao khách hàng mua gói bookcare ? Vì họ muốn sách của họ nguyên vẹn nhất có thể"
540,"Sách bị móp méo , nhìn như sách cũ vậy , còn bị xước và đóng 1 lớp bụi luôn :((( lần đầu mua ở tiki mà thất vọng quá"
541,Shipper quăng hàng của khách khiến dễ có nguy cơ bị hỏng. Shipper không gọi báo khách trước khi giao hàng
542,"nội dung thì có vấn đề gì chỉ là phần câu hỏi cho người đọc để phần giấy nhiều quá, sách đã mỏng rồi còn toàn giấy trắng tính nội dung chả bao nhiêu."
543,"Tiki giao hàng nhanh
Với cá nhân mình thì nội dung sách hơi khó hiểu. Chắc phải đọc 2-3 lần mới ngấm được"
544,Mép sách có hấu hiệu gãy như trong ảnh. Mong lần sau nhà sách lưu ý giúp mình. Mình cảm ơn. 🥀🥀🥀
545,"Đóng gói sản phẩm sơ sài
Sách để trần không có vật để giữ phẳng cố định các góc sách
Thật sự thật vọng về điều này"
546,"Lý thuyết quá nhiều. Đọc mãi ko thấy nội dung cần tìm. 2 chương đầu mình đọc cứ nghĩ vẫn đang mở đầu cơ.
13 trang mở đầu. 6 chương mỗi chương 6 - 8 trang dành để note. tổng 190 trang."
547,"giao hàng nhanh nhưng đóng gói quá sơ xài, lấy hàng về chưa khui mà cuốn sách xém rơi ra hộp, hộp thì nát tươm, đề nghị tiki nên chú tâm đến khâu đóng gói."
548,"Nhân viên giao hàng không vui vẻ, không nhiệt tình khi giao hàng."
549,"giao hàng nhanh, sách ko đc bọc kỹ nên bị trầy nhẹ và nhăn ở bìa sách"
550,sách hơi dơ và khá cũ. Giao hàng nhanh
551,"Nội dung tạm được, phần chỗ trống chừa nhiều quá lười ghi, Tiki giao hàng nhanh, được giảm 50% lun á"
552,Nói thật đóng gói không nổi một lớp chống xốp hay gì khác ! Để mưa ướt hết sách. Sách dơ rách. Không hiểu nổi ???
553,"Lần đầu mua ở tiki mà gặp mấy cái mã này. Mất thẩm mỹ, khó lột, keo dính vào rách phần bìa truyện. Muốn dán thì làm ơn đóng seal rồi làm gì làm, cuốn nào cũng vậy nhìn rất chán"
554,"Sách giống như sách cũ, bìa bị đôi chỗ cảm giác như vết xước"
555,giao nhanh nhưng mà sách mình nhận thì không có bọc và trầy xước khá nhiều.
556,"Giao hàng nhanh, sách tuy được bỏ trong hộp giấy nhưng bị xước nhiều ở mặt sau. Nội dung bình thường, có nhiều phần ghi lại từ các sách khác"
557,"Sản phẩm không được bọc kĩ, dính bụi, vết bẩn, bìa sách nhăn ít chỗ"
558,"Sách khá đẹp và gọn, tuy nhiên bìa trầy hơi nhiều, như sách để chất đống lâu ngày vậy. Thấy phản hồi sách cũ hơi nhiều, nên gỡ ra xem thử, tạm chất nhận được.
Tiki bao gói khá là đẹp, giao hàng rất nhanh. "
559,"Gói sách ko cẩn thận, nhận đc sách bị nhăn, xước bìa, bụi bẩn"
560,"Giao hàng nhanh, đặt hôm qua hôm nay nhận được hàng ? siêu bất ngờ. Sách ổn không có bất cứ hư hại nào. Nếu được bao bìa nữa thì perfect ạ :))))"
561,"Giao hàng khá nhanh, nhưng sách ko có bao bọc gì hết, trầy hết trơn.:((("
562,Thích. Đào sâu tâm lý đa chiều. Rất thú vị
563,"sách giao đủ số lượng
nma đóng gói rất sơ sài, không có bọc chống sốc nào cả 🥺"
564,"Mình thấy cách đóng hộp sơ sài quá
shipper giao hàng nhanh. Giấy in sách sịn, tốt trong tầm giá.Mong học đc nhiều điều từ sách"
565,"Giao hàng nhanh. Đóng gói sơ sài. Sách cũ, có dấu người đọc gấp rồi."
566,Bìa sách bị nhăn với bị lỗ gì í mình không hài lòng lắm
567,Tem ở sau sách. Để thì xấu gỡ ra còn xấu hơn.
568,"bảo quản tệ, ko bọc mà chỉ bỏ thẳng vô hộp để giao, bìa cũ, mốp sách"
569,Tại sao tôi viết xong đánh giá và bấm gửi đánh giá thì mất tiêu nó chỉ hiện phần sao thôi
570,bị bóc seal :))) hơi thất vọng
571,🤷🏼🤷🏼🤷🏼 mới mấy trang đầu mà lỗi chính tả vầy là chớt rồi
572,Sách ship tới cũ mèm. Có 3 trang sách bị gấp. Rất là khó chịu
573,Mình cảm thấy không hay lắm nhưng chắc có lẽ do đọc lần đầu. Cần biết rõ chắc cần đọc 5-6 lần nữa qá
574,mình góp ý là sản phẩm khá đẹp. giao hàng đúng với lịch. nếu lần sau shop bọc sản phầm chắc chắn và sách có màng co bảo vệ ẩm và bụi bẩn thì tốt hơn nhiều
575,"Bìa sách nhìn khá cũ, xước, bụi bặm."
576,"VẬN CHUYỂN .....,,,,,,,,,"
577,"bìa hơi dơ 1 xíu, còn chất lượng giấy bên trong vẫn đẹp và ổn"
578,Gói hàng quá xơ xài. May sách k bị trầy xước nhưng đổi lại đc cái giao hàng nhanh. Cho shop 4 sao thôi nhé
579,"giao hàng nhanh , đóng gói để trầy xước hỏng hết sạch 😔"
580,nó cứ sao sao í mks nghĩ nó dầy lắm mỏng bé lần mua sách ko ưng lắm
581,"Nội dung hấp dẫn,"
582,"Sách nhỏ gọn tiện mang theo đọc bên người. Nội dung khá ổn thôi, chưa ứng dụng thực tế nhiều, đa số đều là nghiên cứu, quan điểm chủ quan"
583,"bên ngoài bìa sách ko được mới lắm nhưng bên trong thì còn nguyên 
còn nội dung thì mk chưa đọc
nói chung giao hàg nhah gọn"
584,"về bìa sách và chữ viết tốt.
cũng khá thú vị."
585,Sách khá cũ. K có lớp kiếng nên bìa bị xước và dính keo khá nhiều
586,"sách hay nhưng không có bọc kỹ , và hộp thì bị bóp méo , ngoài cái đó ra thì đều ok , khuyên mng nên mua cuốn này , đọc hay lắm , rất ý nghĩa lun"
587,vì ko có bao sách nên bìa bị xước ạ TT
588,Nội dung thì không vấn đề gì nhưng chất lượng giấy thì quá kém .
589,"ngắn gọn, trọng tâm nhưng chất lượng ship hơi kém"
590,Tạm. Hơi nhiều nội dung thừa. Quá nhiều trang trắng để điền tóm ý sau mỗi chương
591,sách hơi bị sước và còn k được bọc gì ngoài mỗi hộp bên ngoài
592,"Sách phân tích lý thuyết, khái niệm nhiều hơn là phương pháp."
593,"sách ok nhé.
kích thước vừa phải"
594,"sách rách, hnay khui mới thấy 2 trang đầu nó rớt ra luôn"
595,Nội dung phần đầu hơi rắc rối và khó nhớ. Nhưng về sau thì hay
596,"giao nhanh 
nhưng đóng gói sơ sài chỉ bỏ sách vào hộp giấy rồi quấn băng keo gửi đi nên sách bị trầy mất màu ở nhiều chỗ"
597,"Ai muốn rèn tư duy phản biện thì ko nên mua, chả có lý thuyết hay thực hành j về tư duy phản biện cả, nói j mênh mong ko ăn j vô tựa sách. Đọc xong thất vọng"
598,shipper làm vc k chuyên nghiệp
599,"Sách hơi cũ, bọc sách không được kĩ , bìa không mới lắm .Giao hàng nhanh ."
600,"Alo shop, mình đặt 1 cuốn thôi sao giao tới 2 cuốn làm mình phải trả tiền 2 lần luôn? Shop xử lý giúp mình?"
601,đọc xong chửi nhau ko ngán ai
602,"Nội dung thiên về các lý thuyết khoa học của não bộ, nội dung sách không rõ ràng như bìa sách đưa ra, nên đọc xong thấy hơi bị bơi, ko đưa ra kỹ năng giúp tư duy phản biện"
603,Sách in đẹp mỗi tội k đc bọc nên bìa sách hơi bị xước
604,"Quyển Tư Duy Phản biện do dịch giả Mai rất tệ. Dịch không thoát nghĩa, đọc câu cú mệt não vô cùng. Cần chỉnh sửa lại."
605,"Sách không bọc, dễ bị móp"
606,"quyển này mình thấy không phải rèn luyện tư duy phản diện mà là định nghĩa và phân tách, nhìn nhận thì đúng hơn, giá khá cao so mới nội dung"
607,Sách không đến nổi xuất sắc
608,"Sách nội dung hơi trừu tượng, chắc giành cho ai thích khoa học nghiên cứu về não bộ"
609,Sách bị thiếu trang ở phần cuối
610,hay
611,Sách k mới nhưng cũng k đến nỗi xấu quá
612,nhân viên giao hàng có thái độ phục vụ không tốt yếu kém
613,mặt sách xước
614,giá quá cao. đọc cuốn Làm CHủ của Robert Greene đầy đủ hơn. hay hơn nhiều
615,sách hơi khó đọc nhé mọi người
616,Sách không có ý tưởng gì. Viết kiểu bôi ra chữ cho đủ.
617,gói k cẩn thận méo quăn hết sách
618,"Sách có 204 trang mà để giá bìa cao quá, Tiki vận chuyển nhanh."
619,"Sách như sách cũ, chỉ còn bị bung ra."
620,sách hay nhưng gói bọc không cẩn thận. mong lần sau sẽ cải thiện chất lượng phục vụ
621,"đóng gói ko kỹ, nhìn cái hộp nát bét hên là sách ko sao, hơi vẹo 1 tí"
